sensor,sequence,start_frame_index,frame_paths,movement,movement_steps,fx,fy,fz
digit,movement,37,movement/digit/images/center_step_037.png|movement/digit/images/center_step_039.png|movement/digit/images/center_step_041.png|movement/digit/images/center_step_043.png,center,37|39|41|43,-0.19751102531773146,0.0536217986506074,-7.104185323232087
digit,movement,38,movement/digit/images/center_step_038.png|movement/digit/images/center_step_040.png|movement/digit/images/center_step_042.png|movement/digit/images/right_step_000.png,right,38|40|42|0,0.07728669436979395,0.07648676565761871,0.3130422190320369
digit,movement,39,movement/digit/images/center_step_039.png|movement/digit/images/center_step_041.png|movement/digit/images/center_step_043.png|movement/digit/images/right_step_001.png,right,39|41|43|1,0.0805612770153799,0.07602677503940818,0.3135479115002623
digit,movement,40,movement/digit/images/center_step_040.png|movement/digit/images/center_step_042.png|movement/digit/images/right_step_000.png|movement/digit/images/right_step_002.png,right,40|42|0|2,0.08079599276730587,0.07583245699533514,0.2503729908210974
digit,movement,41,movement/digit/images/center_step_041.png|movement/digit/images/center_step_043.png|movement/digit/images/right_step_001.png|movement/digit/images/right_step_003.png,right,41|43|1|3,0.08008704240665677,0.07015749463929931,0.14272015107694191
digit,movement,42,movement/digit/images/center_step_042.png|movement/digit/images/right_step_000.png|movement/digit/images/right_step_002.png|movement/digit/images/right_step_004.png,right,42|0|2|4,0.0896100821827119,0.0758186488157965,-0.07862534205017861
digit,movement,43,movement/digit/images/center_step_043.png|movement/digit/images/right_step_001.png|movement/digit/images/right_step_003.png|movement/digit/images/right_step_005.png,right,43|1|3|5,0.10571376910604263,0.07643505727202854,-0.31144259608091446
digit,movement,44,movement/digit/images/right_step_000.png|movement/digit/images/right_step_002.png|movement/digit/images/right_step_004.png|movement/digit/images/right_step_006.png,right,0|2|4|6,0.10846329372931814,0.09514742091510385,-0.5896479030067506
digit,movement,45,movement/digit/images/right_step_001.png|movement/digit/images/right_step_003.png|movement/digit/images/right_step_005.png|movement/digit/images/right_step_007.png,right,1|3|5|7,0.13289934325489045,0.09631048239715781,-0.9147655355354758
digit,movement,46,movement/digit/images/right_step_002.png|movement/digit/images/right_step_004.png|movement/digit/images/right_step_006.png|movement/digit/images/right_step_008.png,right,2|4|6|8,0.1571795384530743,0.10047448561853772,-1.2617847979450638
digit,movement,47,movement/digit/images/right_step_003.png|movement/digit/images/right_step_005.png|movement/digit/images/right_step_007.png|movement/digit/images/right_step_009.png,right,3|5|7|9,0.19874726796918918,0.11196686050973213,-1.6338392266184372
digit,movement,48,movement/digit/images/right_step_004.png|movement/digit/images/right_step_006.png|movement/digit/images/right_step_008.png|movement/digit/images/right_step_010.png,right,4|6|8|10,0.2090153009394206,0.1323231878302898,-1.927466466307503
digit,movement,49,movement/digit/images/right_step_005.png|movement/digit/images/right_step_007.png|movement/digit/images/right_step_009.png|movement/digit/images/right_step_011.png,right,5|7|9|11,0.20254944871695524,0.14163463929181835,-2.0530478662302807
digit,movement,50,movement/digit/images/right_step_006.png|movement/digit/images/right_step_008.png|movement/digit/images/right_step_010.png|movement/digit/images/right_step_012.png,right,6|8|10|12,0.1936697713202355,0.13621081679725444,-2.1879285836931626
digit,movement,51,movement/digit/images/right_step_007.png|movement/digit/images/right_step_009.png|movement/digit/images/right_step_011.png|movement/digit/images/right_step_013.png,right,7|9|11|13,0.19131256241754419,0.144370511800684,-2.3319848680400557
digit,movement,52,movement/digit/images/right_step_008.png|movement/digit/images/right_step_010.png|movement/digit/images/right_step_012.png|movement/digit/images/right_step_014.png,right,8|10|12|14,0.17855469463944196,0.1436125989559226,-2.4777941312915805
digit,movement,53,movement/digit/images/right_step_009.png|movement/digit/images/right_step_011.png|movement/digit/images/right_step_013.png|movement/digit/images/right_step_015.png,right,9|11|13|15,0.17919412108746474,0.14362953658090838,-2.586440104548143
digit,movement,54,movement/digit/images/right_step_010.png|movement/digit/images/right_step_012.png|movement/digit/images/right_step_014.png|movement/digit/images/right_step_016.png,right,10|12|14|16,0.163505330389348,0.1461176014821896,-2.7794894768278313
digit,movement,55,movement/digit/images/right_step_011.png|movement/digit/images/right_step_013.png|movement/digit/images/right_step_015.png|movement/digit/images/right_step_017.png,right,11|13|15|17,0.15944312532164473,0.14724462918307507,-2.905166007661684
digit,movement,56,movement/digit/images/right_step_012.png|movement/digit/images/right_step_014.png|movement/digit/images/right_step_016.png|movement/digit/images/right_step_018.png,right,12|14|16|18,0.1497373690505736,0.1519742528309888,-3.0486275363519253
digit,movement,57,movement/digit/images/right_step_013.png|movement/digit/images/right_step_015.png|movement/digit/images/right_step_017.png|movement/digit/images/right_step_019.png,right,13|15|17|19,0.1338287211247826,0.14539016692920825,-3.1921517519820313
digit,movement,58,movement/digit/images/right_step_014.png|movement/digit/images/right_step_016.png|movement/digit/images/right_step_018.png|movement/digit/images/right_step_020.png,right,14|16|18|20,0.12934960070167822,0.1587175724031416,-3.337377779632841
digit,movement,59,movement/digit/images/right_step_015.png|movement/digit/images/right_step_017.png|movement/digit/images/right_step_019.png|movement/digit/images/right_step_021.png,right,15|17|19|21,0.11472346609171301,0.15556476976743633,-3.4803438302047187
digit,movement,60,movement/digit/images/right_step_016.png|movement/digit/images/right_step_018.png|movement/digit/images/right_step_020.png|movement/digit/images/right_step_022.png,right,16|18|20|22,0.11631792453905308,0.1636789074853474,-3.6106756240981777
digit,movement,61,movement/digit/images/right_step_017.png|movement/digit/images/right_step_019.png|movement/digit/images/right_step_021.png|movement/digit/images/right_step_023.png,right,17|19|21|23,0.10166464950744881,0.15898971607769746,-3.7591280742289515
digit,movement,62,movement/digit/images/right_step_018.png|movement/digit/images/right_step_020.png|movement/digit/images/right_step_022.png|movement/digit/images/right_step_024.png,right,18|20|22|24,0.08737737165236388,0.16603817657248654,-3.9159351775499527
digit,movement,63,movement/digit/images/right_step_019.png|movement/digit/images/right_step_021.png|movement/digit/images/right_step_023.png|movement/digit/images/right_step_025.png,right,19|21|23|25,0.08254443523225734,0.16792437680152278,-4.042197717153949
digit,movement,64,movement/digit/images/right_step_020.png|movement/digit/images/right_step_022.png|movement/digit/images/right_step_024.png|movement/digit/images/right_step_026.png,right,20|22|24|26,0.06884293093713752,0.16536295863470613,-4.1977572024031335
digit,movement,65,movement/digit/images/right_step_021.png|movement/digit/images/right_step_023.png|movement/digit/images/right_step_025.png|movement/digit/images/right_step_027.png,right,21|23|25|27,0.06346475940213255,0.1742508078147964,-4.344053465070166
digit,movement,66,movement/digit/images/right_step_022.png|movement/digit/images/right_step_024.png|movement/digit/images/right_step_026.png|movement/digit/images/right_step_028.png,right,22|24|26|28,0.04677275458897862,0.16217701958704128,-4.475960707306822
digit,movement,67,movement/digit/images/right_step_023.png|movement/digit/images/right_step_025.png|movement/digit/images/right_step_027.png|movement/digit/images/right_step_029.png,right,23|25|27|29,0.03404062561312848,0.17136502816398952,-4.635863920093759
digit,movement,68,movement/digit/images/right_step_024.png|movement/digit/images/right_step_026.png|movement/digit/images/right_step_028.png|movement/digit/images/right_step_030.png,right,24|26|28|30,0.027974119589472702,0.16619247228452966,-4.763885512914985
digit,movement,69,movement/digit/images/right_step_025.png|movement/digit/images/right_step_027.png|movement/digit/images/right_step_029.png|movement/digit/images/right_step_031.png,right,25|27|29|31,0.0140347757851392,0.17094067289403841,-4.9036055565188565
digit,movement,70,movement/digit/images/right_step_026.png|movement/digit/images/right_step_028.png|movement/digit/images/right_step_030.png|movement/digit/images/right_step_032.png,right,26|28|30|32,-0.004732251643199355,0.17019606751245486,-5.051949349701625
digit,movement,71,movement/digit/images/right_step_027.png|movement/digit/images/right_step_029.png|movement/digit/images/right_step_031.png|movement/digit/images/right_step_033.png,right,27|29|31|33,-0.012323318165470184,0.17783543208622143,-5.209603132233205
digit,movement,72,movement/digit/images/right_step_028.png|movement/digit/images/right_step_030.png|movement/digit/images/right_step_032.png|movement/digit/images/right_step_034.png,right,28|30|32|34,-0.026399005619361343,0.17108425300390867,-5.33608195690792
digit,movement,73,movement/digit/images/right_step_029.png|movement/digit/images/right_step_031.png|movement/digit/images/right_step_033.png|movement/digit/images/right_step_035.png,right,29|31|33|35,-0.02454557438663405,0.16813812357842095,-5.4620267767323645
digit,movement,74,movement/digit/images/right_step_030.png|movement/digit/images/right_step_032.png|movement/digit/images/right_step_034.png|movement/digit/images/right_step_036.png,right,30|32|34|36,-0.0439911834803948,0.1708881202628404,-5.593245293913007
digit,movement,75,movement/digit/images/right_step_031.png|movement/digit/images/right_step_033.png|movement/digit/images/right_step_035.png|movement/digit/images/right_step_037.png,right,31|33|35|37,-0.06585360362094399,0.16702224531076054,-5.731339213851278
digit,movement,76,movement/digit/images/right_step_032.png|movement/digit/images/right_step_034.png|movement/digit/images/right_step_036.png|movement/digit/images/right_step_038.png,right,32|34|36|38,-0.06068468397020307,0.18587641200708738,-5.911815668256786
digit,movement,77,movement/digit/images/right_step_033.png|movement/digit/images/right_step_035.png|movement/digit/images/right_step_037.png|movement/digit/images/right_step_039.png,right,33|35|37|39,-0.0839271730485137,0.17520042059257585,-6.0409801042385665
digit,movement,78,movement/digit/images/right_step_034.png|movement/digit/images/right_step_036.png|movement/digit/images/right_step_038.png|movement/digit/images/right_step_040.png,right,34|36|38|40,-0.08094604294657771,0.19889107315828503,-6.216634054478272
digit,movement,79,movement/digit/images/right_step_035.png|movement/digit/images/right_step_037.png|movement/digit/images/right_step_039.png|movement/digit/images/right_step_041.png,right,35|37|39|41,-0.09779930983458916,0.19205708966460328,-6.311889693854862
digit,movement,80,movement/digit/images/right_step_036.png|movement/digit/images/right_step_038.png|movement/digit/images/right_step_040.png|movement/digit/images/right_step_042.png,right,36|38|40|42,-0.11480635744738528,0.2023718760344846,-6.477007073599257
digit,movement,81,movement/digit/images/right_step_037.png|movement/digit/images/right_step_039.png|movement/digit/images/right_step_041.png|movement/digit/images/right_step_043.png,right,37|39|41|43,-0.12152771638504042,0.19151160455626787,-6.632738604620069
digit,movement,82,movement/digit/images/right_step_038.png|movement/digit/images/right_step_040.png|movement/digit/images/right_step_042.png|movement/digit/images/right_step_044.png,right,38|40|42|44,-0.13853393155428,0.19082065537370102,-6.7732912006921655
digit,movement,83,movement/digit/images/right_step_039.png|movement/digit/images/right_step_041.png|movement/digit/images/right_step_043.png|movement/digit/images/right_step_045.png,right,39|41|43|45,-0.15182968654107487,0.20477825769077623,-6.925945879011999
digit,movement,84,movement/digit/images/right_step_040.png|movement/digit/images/right_step_042.png|movement/digit/images/right_step_044.png|movement/digit/images/right_step_046.png,right,40|42|44|46,-0.16597003755547723,0.18933605344995424,-7.067285385129809
digit,movement,85,movement/digit/images/right_step_041.png|movement/digit/images/right_step_043.png|movement/digit/images/right_step_045.png|movement/digit/images/left_step_000.png,left,41|43|45|0,0.002307268944388513,0.003907063844221251,0.0012601177639033345
digit,movement,86,movement/digit/images/right_step_042.png|movement/digit/images/right_step_044.png|movement/digit/images/right_step_046.png|movement/digit/images/left_step_001.png,left,42|44|46|1,0.0011814256776730564,0.0019728202398121147,-0.001268203614917529
digit,movement,87,movement/digit/images/right_step_043.png|movement/digit/images/right_step_045.png|movement/digit/images/left_step_000.png|movement/digit/images/left_step_002.png,left,43|45|0|2,0.005596352547919417,-0.0005543442225324074,-0.03115965731951964
digit,movement,88,movement/digit/images/right_step_044.png|movement/digit/images/right_step_046.png|movement/digit/images/left_step_001.png|movement/digit/images/left_step_003.png,left,44|46|1|3,0.0031205185872533736,4.501082096318443e-05,-0.10023511244673722
digit,movement,89,movement/digit/images/right_step_045.png|movement/digit/images/left_step_000.png|movement/digit/images/left_step_002.png|movement/digit/images/left_step_004.png,left,45|0|2|4,0.009701508142398188,0.0001806704305084006,-0.23991982367043935
digit,movement,90,movement/digit/images/right_step_046.png|movement/digit/images/left_step_001.png|movement/digit/images/left_step_003.png|movement/digit/images/left_step_005.png,left,46|1|3|5,0.01096881173349705,-0.012375968088075076,-0.4396485658577884
digit,movement,91,movement/digit/images/left_step_000.png|movement/digit/images/left_step_002.png|movement/digit/images/left_step_004.png|movement/digit/images/left_step_006.png,left,0|2|4|6,0.011474537798126572,-0.004076913714605959,-0.6797616972266307
digit,movement,92,movement/digit/images/left_step_001.png|movement/digit/images/left_step_003.png|movement/digit/images/left_step_005.png|movement/digit/images/left_step_007.png,left,1|3|5|7,0.03978324040037544,-0.006265437187748607,-0.9327352699864037
digit,movement,93,movement/digit/images/left_step_002.png|movement/digit/images/left_step_004.png|movement/digit/images/left_step_006.png|movement/digit/images/left_step_008.png,left,2|4|6|8,0.04429439149707365,-0.019288303012004335,-1.2761832404357907
digit,movement,94,movement/digit/images/left_step_003.png|movement/digit/images/left_step_005.png|movement/digit/images/left_step_007.png|movement/digit/images/left_step_009.png,left,3|5|7|9,0.08328348500383004,-0.030008472877693773,-1.6133258654834766
digit,movement,95,movement/digit/images/left_step_004.png|movement/digit/images/left_step_006.png|movement/digit/images/left_step_008.png|movement/digit/images/left_step_010.png,left,4|6|8|10,0.10463700421775943,-0.04656446206631383,-1.9749169179697748
digit,movement,96,movement/digit/images/left_step_005.png|movement/digit/images/left_step_007.png|movement/digit/images/left_step_009.png|movement/digit/images/left_step_011.png,left,5|7|9|11,0.12746396641041352,0.0013766659629193267,-2.212358179701031
digit,movement,97,movement/digit/images/left_step_006.png|movement/digit/images/left_step_008.png|movement/digit/images/left_step_010.png|movement/digit/images/left_step_012.png,left,6|8|10|12,0.1224210294930917,-0.0020141061482281675,-2.352965120530858
digit,movement,98,movement/digit/images/left_step_007.png|movement/digit/images/left_step_009.png|movement/digit/images/left_step_011.png|movement/digit/images/left_step_013.png,left,7|9|11|13,0.11710518404472076,-0.0023563587986024648,-2.512365644016643
digit,movement,99,movement/digit/images/left_step_008.png|movement/digit/images/left_step_010.png|movement/digit/images/left_step_012.png|movement/digit/images/left_step_014.png,left,8|10|12|14,0.1094229566756082,-0.0062338472881215135,-2.652754551244692
digit,movement,100,movement/digit/images/left_step_009.png|movement/digit/images/left_step_011.png|movement/digit/images/left_step_013.png|movement/digit/images/left_step_015.png,left,9|11|13|15,0.10695510584731549,0.0010053550277017709,-2.7885489938043886
digit,movement,101,movement/digit/images/left_step_010.png|movement/digit/images/left_step_012.png|movement/digit/images/left_step_014.png|movement/digit/images/left_step_016.png,left,10|12|14|16,0.09449769093033183,-0.01002805564684036,-2.94947401331832
digit,movement,102,movement/digit/images/left_step_011.png|movement/digit/images/left_step_013.png|movement/digit/images/left_step_015.png|movement/digit/images/left_step_017.png,left,11|13|15|17,0.08925937343803944,-0.00476301674224576,-3.091521239648331
digit,movement,103,movement/digit/images/left_step_012.png|movement/digit/images/left_step_014.png|movement/digit/images/left_step_016.png|movement/digit/images/left_step_018.png,left,12|14|16|18,0.08941575460322304,-0.0016715911775783132,-3.269474831706294
digit,movement,104,movement/digit/images/left_step_013.png|movement/digit/images/left_step_015.png|movement/digit/images/left_step_017.png|movement/digit/images/left_step_019.png,left,13|15|17|19,0.06888532498903052,-0.012296739360343749,-3.3921031390341336
digit,movement,105,movement/digit/images/left_step_014.png|movement/digit/images/left_step_016.png|movement/digit/images/left_step_018.png|movement/digit/images/left_step_020.png,left,14|16|18|20,0.07134613149373348,-0.009859087962170124,-3.5198092829717846
digit,movement,106,movement/digit/images/left_step_015.png|movement/digit/images/left_step_017.png|movement/digit/images/left_step_019.png|movement/digit/images/left_step_021.png,left,15|17|19|21,0.05777404231030317,-0.011180852249873717,-3.6889458814653886
digit,movement,107,movement/digit/images/left_step_016.png|movement/digit/images/left_step_018.png|movement/digit/images/left_step_020.png|movement/digit/images/left_step_022.png,left,16|18|20|22,0.05626679154953712,-0.009047700054484575,-3.8308594625801358
digit,movement,108,movement/digit/images/left_step_017.png|movement/digit/images/left_step_019.png|movement/digit/images/left_step_021.png|movement/digit/images/left_step_023.png,left,17|19|21|23,0.044837114234104414,-0.006544560388090523,-3.9725948461766216
digit,movement,109,movement/digit/images/left_step_018.png|movement/digit/images/left_step_020.png|movement/digit/images/left_step_022.png|movement/digit/images/left_step_024.png,left,18|20|22|24,0.03138136883062283,-0.0017376005883276563,-4.115641190470686
digit,movement,110,movement/digit/images/left_step_019.png|movement/digit/images/left_step_021.png|movement/digit/images/left_step_023.png|movement/digit/images/left_step_025.png,left,19|21|23|25,0.028411438739379916,-0.0014078031412065317,-4.26139701659033
digit,movement,111,movement/digit/images/left_step_020.png|movement/digit/images/left_step_022.png|movement/digit/images/left_step_024.png|movement/digit/images/left_step_026.png,left,20|22|24|26,0.01861547099260677,-0.01027614492943111,-4.406657951032277
digit,movement,112,movement/digit/images/left_step_021.png|movement/digit/images/left_step_023.png|movement/digit/images/left_step_025.png|movement/digit/images/left_step_027.png,left,21|23|25|27,0.008184562666304851,-0.00573362681636469,-4.527873230157765
digit,movement,113,movement/digit/images/left_step_022.png|movement/digit/images/left_step_024.png|movement/digit/images/left_step_026.png|movement/digit/images/left_step_028.png,left,22|24|26|28,0.007142770246601232,-0.006866171019639086,-4.6577422628242395
digit,movement,114,movement/digit/images/left_step_023.png|movement/digit/images/left_step_025.png|movement/digit/images/left_step_027.png|movement/digit/images/left_step_029.png,left,23|25|27|29,-0.0048213324821578946,-0.004760170781199752,-4.817527923950669
digit,movement,115,movement/digit/images/left_step_024.png|movement/digit/images/left_step_026.png|movement/digit/images/left_step_028.png|movement/digit/images/left_step_030.png,left,24|26|28|30,-0.006721447870326774,-0.007690123642331084,-4.961087648602097
digit,movement,116,movement/digit/images/left_step_025.png|movement/digit/images/left_step_027.png|movement/digit/images/left_step_029.png|movement/digit/images/left_step_031.png,left,25|27|29|31,-0.023076280770356596,0.0030802659118588094,-5.1412878407009295
digit,movement,117,movement/digit/images/left_step_026.png|movement/digit/images/left_step_028.png|movement/digit/images/left_step_030.png|movement/digit/images/left_step_032.png,left,26|28|30|32,-0.03486371440963523,-0.007256809949908377,-5.269257516284265
digit,movement,118,movement/digit/images/left_step_027.png|movement/digit/images/left_step_029.png|movement/digit/images/left_step_031.png|movement/digit/images/left_step_033.png,left,27|29|31|33,-0.040024981903548196,-0.0031381304320032,-5.381346424132013
digit,movement,119,movement/digit/images/left_step_028.png|movement/digit/images/left_step_030.png|movement/digit/images/left_step_032.png|movement/digit/images/left_step_034.png,left,28|30|32|34,-0.05648250836171176,-0.011182393493383548,-5.562604975238545
digit,movement,120,movement/digit/images/left_step_029.png|movement/digit/images/left_step_031.png|movement/digit/images/left_step_033.png|movement/digit/images/left_step_035.png,left,29|31|33|35,-0.05215307680769197,-0.0037617698907838615,-5.679297745823562
digit,movement,121,movement/digit/images/left_step_030.png|movement/digit/images/left_step_032.png|movement/digit/images/left_step_034.png|movement/digit/images/left_step_036.png,left,30|32|34|36,-0.06595670033747118,-0.00550534389111651,-5.821610654659803
digit,movement,122,movement/digit/images/left_step_031.png|movement/digit/images/left_step_033.png|movement/digit/images/left_step_035.png|movement/digit/images/left_step_037.png,left,31|33|35|37,-0.08365427940507802,-0.0069190948448673295,-5.97995443585067
digit,movement,123,movement/digit/images/left_step_032.png|movement/digit/images/left_step_034.png|movement/digit/images/left_step_036.png|movement/digit/images/left_step_038.png,left,32|34|36|38,-0.07807650484651335,-0.003973627231465909,-6.125055534221705
digit,movement,124,movement/digit/images/left_step_033.png|movement/digit/images/left_step_035.png|movement/digit/images/left_step_037.png|movement/digit/images/left_step_039.png,left,33|35|37|39,-0.09968559159572277,-0.008956556978817004,-6.264207856852053
digit,movement,125,movement/digit/images/left_step_034.png|movement/digit/images/left_step_036.png|movement/digit/images/left_step_038.png|movement/digit/images/left_step_040.png,left,34|36|38|40,-0.0981200266133789,0.0015394478223283714,-6.404721450194101
